N_OPTIONS,RT,correct,current_time,filter_cost,guess,guess_number,guess_number_human,guess_size,max_guess_size,nStartingGuesses,overlap,phase,pid,start_time,total_trials,trial_id,true_set,true_set_size,whose_guess,uniqueid,opts_remaining_prev,opts_remaining_post,all_within,all_independent,all_wn_or_ind
12,29478,0,1721830039617,0,C110000000001,3,1,3,6,2,1,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,36,15,0,0,0
12,10734,0,1721830050355,0,C001000100000,4,2,2,6,2,0,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,15,15,0,1,1
12,6299,0,1721830056656,0,C000000001000,5,3,1,6,2,0,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,15,15,0,1,1
12,14297,0,1721830070957,0,C100100000010,6,4,3,6,2,1,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,15,8,1,0,1
12,9863,0,1721830080824,0,C010101000000,7,5,3,6,2,1,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,8,5,1,0,1
12,27535,0,1721830108362,0,C000001000000,8,6,1,6,2,0,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,5,3,1,0,1
12,2005,0,1721830110370,0,C000100000000,9,7,1,6,2,1,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,3,1,1,0,1
12,8002,0,1721830118375,0,C000100000100,10,8,2,6,2,1,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,1,1,0,0,0
12,7435,0,1721830125814,0,C000100000001,11,9,2,6,2,2,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,1,1,0,0,0
12,39863,1,1721830165678,0,C000110000001,12,10,3,6,2,3,TEST,1001897,1721829376168,10,5,C000110000001,3,human,debuglQgOG:debugBIRYh,1,1,0,0,0
12,1,0,1721830168774,4,C000000000111,1,0,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,model,debuglQgOG:debugBIRYh,220,108,1,1,1
12,10,0,1721830168784,4,C000000111000,2,0,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,model,debuglQgOG:debugBIRYh,108,54,0,1,1
12,13,0,1721830168797,4,C000111000000,3,0,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,model,debuglQgOG:debugBIRYh,54,27,0,1,1
12,12665,0,1721830181462,4,C000010010010,4,1,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,human,debuglQgOG:debugBIRYh,27,12,0,0,0
12,7250,0,1721830188715,4,C000100010001,5,2,3,6,3,0,TEST,1001897,1721829376168,10,6,C000001100010,3,human,debuglQgOG:debugBIRYh,12,4,0,0,0
12,7232,0,1721830195950,4,C000001001100,6,3,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,human,debuglQgOG:debugBIRYh,4,2,0,0,0
12,47048,0,1721830243000,4,C000010001010,7,4,3,6,3,1,TEST,1001897,1721829376168,10,6,C000001100010,3,human,debuglQgOG:debugBIRYh,2,2,0,0,0
12,17992,1,1721830260995,4,C000001100010,8,5,3,6,3,3,TEST,1001897,1721829376168,10,6,C000001100010,3,human,debuglQgOG:debugBIRYh,2,1,0,0,0
12,0,0,1721830262316,4,C000000000111,1,0,3,6,3,1,TEST,1001897,1721829376168,10,7,C000011000010,3,model,debuglQgOG:debugBIRYh,220,108,1,1,1
12,16,0,1721830262333,4,C000000111000,2,0,3,6,3,0,TEST,1001897,1721829376168,10,7,C000011000010,3,model,debuglQgOG:debugBIRYh,108,45,0,1,1
12,18,0,1721830262351,4,C000000000010,3,0,1,6,3,1,TEST,1001897,1721829376168,10,7,C000011000010,3,model,debuglQgOG:debugBIRYh,45,15,1,0,1
12,13479,0,1721830275831,4,C111000000010,4,1,4,6,3,1,TEST,1001897,1721829376168,10,7,C000011000010,3,human,debuglQgOG:debugBIRYh,15,3,0,0,0
12,8848,0,1721830284683,4,C000110000010,5,2,3,6,3,2,TEST,1001897,1721829376168,10,7,C000011000010,3,human,debuglQgOG:debugBIRYh,3,2,0,0,0
12,4970,1,1721830289657,4,C000011000010,6,3,3,6,3,3,TEST,1001897,1721829376168,10,7,C000011000010,3,human,debuglQgOG:debugBIRYh,2,1,0,0,0
12,6,0,1721830292059,4,C000000000111,1,0,3,6,1,0,TEST,1001897,1721829376168,10,8,C010000101000,3,model,debuglQgOG:debugBIRYh,220,84,1,1,1
12,6354,0,1721830298414,4,C110000000000,2,1,2,6,1,1,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,84,42,0,1,1
12,3142,0,1721830301559,4,C001100000000,3,2,2,6,1,0,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,42,20,0,1,1
12,5457,0,1721830307020,4,C010011100000,4,3,4,6,1,2,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,20,9,0,0,0
12,3657,0,1721830310681,4,C010001000000,5,4,2,6,1,1,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,9,6,1,0,1
12,6330,0,1721830317015,4,C010000100000,6,5,2,6,1,2,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,6,2,1,0,1
12,4547,1,1721830321565,4,C010000101000,7,6,3,6,1,3,TEST,1001897,1721829376168,10,8,C010000101000,3,human,debuglQgOG:debugBIRYh,2,1,0,0,0
12,0,0,1721830323333,4,C000000000111,1,0,3,6,1,1,TEST,1001897,1721829376168,10,9,C010000100010,3,model,debuglQgOG:debugBIRYh,220,108,1,1,1
12,11007,0,1721830334340,4,C111000000010,2,1,4,6,1,2,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,108,24,0,0,0
12,6272,0,1721830340616,4,C001000000010,3,2,2,6,1,1,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,24,16,1,0,1
12,4160,0,1721830344779,4,C100000000010,4,3,2,6,1,1,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,16,8,1,0,1
12,4109,0,1721830348892,4,C010000000010,5,4,2,6,1,2,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,8,6,1,0,1
12,5471,0,1721830354366,4,C010010000010,6,5,3,6,1,2,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,6,5,0,0,0
12,4641,0,1721830359011,4,C010100000010,7,6,3,6,1,2,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,5,4,0,0,0
12,3971,0,1721830362986,4,C010001000010,8,7,3,6,1,2,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,4,3,0,0,0
12,3731,1,1721830366721,4,C010000100010,9,8,3,6,1,3,TEST,1001897,1721829376168,10,9,C010000100010,3,human,debuglQgOG:debugBIRYh,3,1,0,0,0
12,0,0,1721830369805,4,C000000000111,1,0,3,6,4,2,TEST,1001897,1721829376168,10,10,C000000010011,3,model,debuglQgOG:debugBIRYh,220,27,1,1,1
12,8,0,1721830369814,4,C000000111000,2,0,3,6,4,1,TEST,1001897,1721829376168,10,10,C000000010011,3,model,debuglQgOG:debugBIRYh,27,9,0,1,1
12,13,0,1721830369828,4,C000000010100,3,0,2,6,4,1,TEST,1001897,1721829376168,10,10,C000000010011,3,model,debuglQgOG:debugBIRYh,9,5,0,0,0
12,16,0,1721830369844,4,C000000100100,4,0,2,6,4,0,TEST,1001897,1721829376168,10,10,C000000010011,3,model,debuglQgOG:debugBIRYh,5,1,0,0,0
12,15487,1,1721830385332,4,C000000010011,5,1,3,6,4,3,TEST,1001897,1721829376168,10,10,C000000010011,3,human,debuglQgOG:debugBIRYh,1,1,0,0,0
12,10,0,1721829443413,4,C000000000111,1,0,3,6,2,0,TEST,9737919,1721829366458,10,1,C010010001000,3,model,debugXue0H:debugTXCXF,220,84,1,1,1
12,23,0,1721829443438,4,C000111000000,2,0,3,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,model,debugXue0H:debugTXCXF,84,45,0,1,1
12,17807,0,1721829461247,4,C001101111000,3,1,6,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,45,10,0,0,0
12,13071,0,1721829474331,4,C111111000000,4,2,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,10,6,0,0,0
12,48882,0,1721829523223,4,C110010000111,5,3,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,6,6,0,0,0
12,22722,0,1721829545955,4,C110010111000,6,4,6,6,2,3,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,6,6,0,0,0
12,25622,0,1721829571588,4,C110111000100,7,5,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,6,6,0,0,0
12,17337,0,1721829588928,4,C111100110000,8,6,6,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,6,2,0,0,0
12,10953,0,1721829599884,4,C111000000111,9,7,6,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,2,2,0,0,0
12,46650,0,1721829646547,4,C100010101101,10,8,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,2,1,0,0,0
12,21334,0,1721829667898,4,C110010011100,11,9,6,6,2,3,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,22428,0,1721829690346,4,C100010001110,12,10,5,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,15870,0,1721829706220,4,C111010010001,13,11,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,23152,0,1721829729386,4,C100010111100,14,12,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,33955,0,1721829763345,4,C111110010000,15,13,6,6,2,2,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,11874,0,1721829775238,4,C110001110001,16,14,6,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,10249,0,1721829785487,4,C000011110110,17,15,6,6,2,1,TEST,9737919,1721829366458,10,1,C010010001000,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,0,0,1721829791589,0,C011100100011,1,0,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,model,debugXue0H:debugTXCXF,220,90,1,1,1
12,33,0,1721829791622,0,C101010000111,2,0,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,model,debugXue0H:debugTXCXF,90,36,0,0,0
12,34,0,1721829791656,0,C011110000100,3,0,5,6,4,3,TEST,9737919,1721829366458,10,2,C011000000100,3,model,debugXue0H:debugTXCXF,36,4,0,0,0
12,49,0,1721829791707,0,C001110000000,4,0,3,6,4,1,TEST,9737919,1721829366458,10,2,C011000000100,3,model,debugXue0H:debugTXCXF,4,1,1,0,1
12,14532,0,1721829806239,0,C111101010000,5,1,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,8328,0,1721829814574,0,C000001111110,6,2,6,6,4,1,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,10585,0,1721829825172,0,C101010101010,7,3,6,6,4,1,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,13610,0,1721829838797,0,C010101010101,8,4,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,15565,0,1721829854374,0,C110011000011,9,5,6,6,4,1,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,10094,0,1721829864479,0,C001100111100,10,6,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,12776,0,1721829877271,0,C111100001100,11,7,6,6,4,3,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,16661,0,1721829893950,0,C110000001111,12,8,6,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,10143,0,1721829904109,0,C011011001100,13,9,6,6,4,3,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,8658,0,1721829912772,0,C001010001000,14,10,3,6,4,1,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,8338,0,1721829921127,0,C010001000100,15,11,3,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13668,0,1721829934800,0,C010001001100,16,12,4,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,9499,0,1721829944315,0,C010011000100,17,13,4,6,4,2,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13479,0,1721829957798,0,C011001000100,18,14,4,6,4,3,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13464,0,1721829971282,0,C011111000100,19,15,6,6,4,3,TEST,9737919,1721829366458,10,2,C011000000100,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,0,0,1721829977185,4,C000000000111,1,0,3,6,1,0,TEST,9737919,1721829366458,10,3,C001011000000,3,model,debugXue0H:debugTXCXF,220,84,1,1,1
12,15887,0,1721829993072,4,C111111000000,2,1,6,6,1,3,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,84,20,0,1,1
12,8953,0,1721830002033,4,C111000111000,3,2,6,6,1,1,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,20,9,0,0,0
12,17939,0,1721830019975,4,C011111100000,4,3,6,6,1,3,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,9,6,0,0,0
12,17638,0,1721830037624,4,C011001011100,5,4,6,6,1,2,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,6,4,0,0,0
12,16508,0,1721830054144,4,C111100011000,6,5,6,6,1,1,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,4,2,0,0,0
12,9962,0,1721830064120,4,C011111100000,7,6,6,6,1,3,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,2,2,1,0,1
12,29069,0,1721830093203,4,C110101000000,8,7,4,6,1,1,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,2,1,1,0,1
12,8695,0,1721830101912,4,C011101000000,9,8,4,6,1,2,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13918,0,1721830115842,4,C001111000000,10,9,4,6,1,3,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,9286,0,1721830125141,4,C001101000000,11,10,3,6,1,2,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,5089,0,1721830130249,4,C000111000000,12,11,3,6,1,2,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,7458,0,1721830137711,4,C001101000000,13,12,3,6,1,2,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,8652,1,1721830146382,4,C001011000000,14,13,3,6,1,3,TEST,9737919,1721829366458,10,3,C001011000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,1,0,1721830153501,4,C000000000111,1,0,3,6,4,1,TEST,9737919,1721829366458,10,4,C010000100010,3,model,debugXue0H:debugTXCXF,220,108,1,1,1
12,29,0,1721830153530,4,C000000111000,2,0,3,6,4,1,TEST,9737919,1721829366458,10,4,C010000100010,3,model,debugXue0H:debugTXCXF,108,54,0,1,1
12,31,0,1721830153562,4,C000001000100,3,0,2,6,4,0,TEST,9737919,1721829366458,10,4,C010000100010,3,model,debugXue0H:debugTXCXF,54,30,0,0,0
12,30,0,1721830153593,4,C000000000001,4,0,1,6,4,0,TEST,9737919,1721829366458,10,4,C010000100010,3,model,debugXue0H:debugTXCXF,30,15,1,0,1
12,39872,0,1721830193465,4,C110000111010,5,1,6,6,4,3,TEST,9737919,1721829366458,10,4,C010000100010,3,human,debugXue0H:debugTXCXF,15,6,0,0,0
12,11276,0,1721830204745,4,C100000001010,6,2,3,6,4,1,TEST,9737919,1721829366458,10,4,C010000100010,3,human,debugXue0H:debugTXCXF,6,2,1,0,1
12,9369,0,1721830214125,4,C010000010010,7,3,3,6,4,2,TEST,9737919,1721829366458,10,4,C010000100010,3,human,debugXue0H:debugTXCXF,2,1,1,0,1
12,6362,1,1721830220490,4,C010000100010,8,4,3,6,4,3,TEST,9737919,1721829366458,10,4,C010000100010,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,7,0,1721830225207,0,C010001100111,1,0,6,6,3,1,TEST,9737919,1721829366458,10,5,C011000001000,3,model,debugXue0H:debugTXCXF,220,90,1,1,1
12,25,0,1721830225233,0,C100000111011,2,0,6,6,3,1,TEST,9737919,1721829366458,10,5,C011000001000,3,model,debugXue0H:debugTXCXF,90,36,0,0,0
12,28,0,1721830225263,0,C111000010100,3,0,5,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,model,debugXue0H:debugTXCXF,36,12,0,0,0
12,32410,0,1721830257673,0,C110001100110,4,1,6,6,3,1,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,12,7,0,0,0
12,21155,0,1721830278832,0,C111000010101,5,2,6,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,7,7,0,0,0
12,23005,0,1721830301849,0,C011100010110,6,3,6,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,7,5,0,0,0
12,45516,0,1721830347367,0,C011010011100,7,4,6,6,3,3,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,5,4,0,0,0
12,15291,0,1721830362666,0,C001010011100,8,5,5,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,4,2,1,0,1
12,11070,0,1721830373746,0,C011010001100,9,6,5,6,3,3,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,2,1,1,0,1
12,6124,0,1721830379877,0,C010010001100,10,7,4,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13102,0,1721830392994,0,C011010001000,11,8,4,6,3,3,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,6324,0,1721830399332,0,C010010001000,12,9,3,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13778,0,1721830413114,0,C011010000000,13,10,3,6,3,2,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,7795,1,1721830420914,0,C011000001000,14,11,3,6,3,3,TEST,9737919,1721829366458,10,5,C011000001000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,0,0,1721830426133,4,C000000000111,1,0,3,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,model,debugXue0H:debugTXCXF,220,108,1,1,1
12,29,0,1721830426162,4,C000000111000,2,0,3,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,model,debugXue0H:debugTXCXF,108,54,0,1,1
12,31,0,1721830426193,4,C000111000000,3,0,3,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,model,debugXue0H:debugTXCXF,54,27,0,1,1
12,32,0,1721830426225,4,C000001000100,4,0,2,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,model,debugXue0H:debugTXCXF,27,12,0,0,0
12,18413,0,1721830444638,4,C000000111111,5,1,6,6,4,2,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,12,12,0,0,0
12,21598,0,1721830466251,4,C000111000100,6,2,4,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,12,6,0,0,0
12,12512,0,1721830478775,4,C000000001100,7,3,2,6,4,0,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,6,4,1,0,1
12,23757,0,1721830502548,4,C000101110011,8,4,6,6,4,3,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,4,4,0,0,0
12,7740,0,1721830510295,4,C000101000010,9,5,3,6,4,2,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,4,2,1,0,1
12,4808,0,1721830515112,4,C000101000001,10,6,3,6,4,1,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,2,2,1,0,1
12,20603,1,1721830535718,4,C000001100010,11,7,3,6,4,3,TEST,9737919,1721829366458,10,6,C000001100010,3,human,debugXue0H:debugTXCXF,2,1,1,0,1
12,8,0,1721830539618,0,C101110100010,1,0,6,6,2,1,TEST,9737919,1721829366458,10,7,C000000010011,3,model,debugXue0H:debugTXCXF,220,90,1,1,1
12,21,0,1721830539641,0,C000111111000,2,0,6,6,2,1,TEST,9737919,1721829366458,10,7,C000000010011,3,model,debugXue0H:debugTXCXF,90,36,0,0,0
12,17713,0,1721830557355,0,C001111110000,3,1,6,6,2,1,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,36,24,0,0,0
12,11122,0,1721830568481,0,C100000111010,4,2,5,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,24,6,0,0,0
12,16670,0,1721830585162,0,C100000111010,5,3,5,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,6,6,1,0,1
12,21083,0,1721830606259,0,C000010111010,6,4,5,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,6,3,0,0,0
12,15008,0,1721830621279,0,C100010111010,7,5,6,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,3,0,0,0
12,11821,0,1721830633104,0,C001110010010,8,6,5,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,3,0,0,0
12,10724,0,1721830643841,0,C001110001010,9,7,5,6,2,1,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,3,0,0,0
12,16479,0,1721830660335,0,C000000110010,10,8,3,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,3,1,0,1
12,9754,0,1721830670108,0,C000001010010,11,9,3,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,3,0,0,0
12,5915,0,1721830676038,0,C000000010110,12,10,3,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,3,2,0,0,0
12,9723,0,1721830685772,0,C010000010010,13,11,3,6,2,2,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,2,1,0,0,0
12,46120,1,1721830731911,0,C000000010011,14,12,3,6,2,3,TEST,9737919,1721829366458,10,7,C000000010011,3,human,debugXue0H:debugTXCXF,1,1,0,0,0
12,0,0,1721830735890,0,C010010011011,1,0,6,6,4,2,TEST,9737919,1721829366458,10,8,C110010000000,3,model,debugXue0H:debugTXCXF,220,90,1,1,1
12,31,0,1721830735922,0,C110001001101,2,0,6,6,4,2,TEST,9737919,1721829366458,10,8,C110010000000,3,model,debugXue0H:debugTXCXF,90,36,0,0,0
12,31,0,1721830735953,0,C000011001110,3,0,5,6,4,1,TEST,9737919,1721829366458,10,8,C110010000000,3,model,debugXue0H:debugTXCXF,36,15,0,0,0
12,33,0,1721830735987,0,C110011010100,4,0,6,6,4,3,TEST,9737919,1721829366458,10,8,C110010000000,3,model,debugXue0H:debugTXCXF,15,3,0,0,0
12,24009,0,1721830759996,0,C010001000100,5,1,3,6,4,1,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,3,1,1,0,1
12,7657,0,1721830767667,0,C100010010100,6,2,4,6,4,2,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,10360,0,1721830778037,0,C100000000100,7,3,2,6,4,1,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,6634,0,1721830784675,0,C000011000100,8,4,3,6,4,1,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,8008,0,1721830792687,0,C010000010100,9,5,3,6,4,1,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,52315,0,1721830845022,0,C000000010100,10,6,2,6,4,0,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,13215,0,1721830858240,0,C110011000000,11,7,4,6,4,3,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,4965,0,1721830863226,0,C110001000000,12,8,3,6,4,2,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,7398,0,1721830870641,0,C100011000000,13,9,3,6,4,2,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,5224,1,1721830875881,0,C110010000000,14,10,3,6,4,3,TEST,9737919,1721829366458,10,8,C110010000000,3,human,debugXue0H:debugTXCXF,1,1,1,0,1
12,19172,0,1721830900093,4,C111111000000,1,1,6,6,0,2,TEST,9737919,1721829366458,10,9,C000101001000,3,human,debugXue0H:debugTXCXF,220,90,1,1,1
12,9774,0,1721830909875,4,C000000111111,2,2,6,6,0,1,TEST,9737919,1721829366458,10,9,C000101001000,3,human,debugXue0H:debugTXCXF,90,90,0,1,1
12,11995,0,1721830921872,4,C111100000011,3,3,6,6,0,1,TEST,9737919,1721829366458,10,9,C000101001000,3,human,debugXue0H:debugTXCXF,90,34,0,0,0
12,26035,0,1721830947912,4,C001111001100,4,4,6,6,0,3,TEST,9737919,1721829366458,10,9,C000101001000,3,human,debugXue0H:debugTXCXF,34,8,0,0,0
12,10940,0,1721830958864,4,C001100001100,5,5,4,6,0,2,TEST,9737919,1721829366458,10,9,C000101001000,3,human,debugXue0H:debugTXCXF,8,8,1,0,1
